timestamp,user_id,product_id,hour,day_of_week,is_weekend,interaction_score,day,weekday,evt_add_to_cart,evt_click,evt_purchase,evt_view,user_total_score,user_avg_score,unique_products_viewed,product_view_count,label_purchase
2025-12-03 02:07:40,1008,45,2,2,0,2,3,2,False,True,False,False,978,1.9520958083832336,50,70,0
2025-12-07 05:29:40,1015,6,5,6,1,1,7,6,False,False,False,True,1037,1.9827915869980879,50,104,0
2025-12-03 23:34:40,1019,8,23,2,0,2,3,2,False,True,False,False,963,1.8956692913385826,50,93,0
2025-12-01 08:06:40,1020,22,8,0,0,1,1,0,False,False,False,True,934,1.9139344262295082,50,96,0
2025-12-03 22:33:40,1005,20,22,2,0,3,3,2,True,False,False,False,973,1.8893203883495147,50,102,0
2025-12-03 13:50:40,1017,3,13,2,0,4,3,2,False,False,True,False,892,1.8739495798319328,50,115,1
2025-12-01 05:34:40,1006,16,5,0,0,1,1,0,False,False,False,True,922,1.8626262626262626,50,91,0
2025-12-03 04:04:40,1013,30,4,2,0,1,3,2,False,False,False,True,934,1.9218106995884774,50,115,0
2025-12-05 21:54:40,1006,2,21,4,0,1,5,4,False,False,False,True,922,1.8626262626262626,50,102,0
2025-12-02 11:46:40,1001,5,11,1,0,3,2,1,True,False,False,False,966,1.861271676300578,50,85,0
2025-12-06 20:55:40,1009,25,20,5,1,1,6,5,False,False,False,True,884,1.9175704989154012,50,102,0
2025-12-06 02:56:40,1014,18,2,5,1,1,6,5,False,False,False,True,978,1.8771593090211132,50,83,0
2025-12-04 00:38:40,1006,25,0,3,0,1,4,3,False,False,False,True,922,1.8626262626262626,50,102,0
2025-12-04 17:57:40,1011,47,17,3,0,2,4,3,False,True,False,False,925,1.824457593688363,50,93,0
2025-12-05 00:59:40,1005,23,0,4,0,3,5,4,True,False,False,False,973,1.8893203883495147,50,90,0
2025-12-01 14:11:40,1002,12,14,0,0,3,1,0,True,False,False,False,959,1.8915187376725837,50,94,0
2025-12-05 10:40:40,1014,28,10,4,0,2,5,4,False,True,False,False,978,1.8771593090211132,50,89,0
2025-12-07 09:22:40,1001,12,9,6,1,2,7,6,False,True,False,False,966,1.861271676300578,50,94,0
2025-12-01 06:00:40,1002,3,6,0,0,1,1,0,False,False,False,True,959,1.8915187376725837,50,115,0
2025-12-05 02:32:40,1013,14,2,4,0,1,5,4,False,False,False,True,934,1.9218106995884774,50,103,0
2025-12-03 15:22:40,1016,20,15,2,0,1,3,2,False,False,False,True,948,1.9268292682926829,50,102,0
2025-12-03 20:46:40,1020,31,20,2,0,1,3,2,False,False,False,True,934,1.9139344262295082,50,94,0
2025-12-04 10:18:40,1006,7,10,3,0,1,4,3,False,False,False,True,922,1.8626262626262626,50,96,0
2025-12-07 12:02:40,1017,2,12,6,1,3,7,6,True,False,False,False,892,1.8739495798319328,50,102,0
2025-12-04 15:19:40,1005,37,15,3,0,1,4,3,False,False,False,True,973,1.8893203883495147,50,106,0
2025-12-07 20:36:40,1005,15,20,6,1,1,7,6,False,False,False,True,973,1.8893203883495147,50,120,0
2025-12-06 20:43:40,1014,46,20,5,1,1,6,5,False,False,False,True,978,1.8771593090211132,50,114,0
2025-12-03 04:16:40,1010,45,4,2,0,4,3,2,False,False,True,False,1023,1.9229323308270676,50,70,1
2025-12-07 05:59:40,1006,17,5,6,1,3,7,6,True,False,False,False,922,1.8626262626262626,50,107,0
2025-12-03 16:04:40,1005,48,16,2,0,2,3,2,False,True,False,False,973,1.8893203883495147,50,105,0
2025-12-05 17:40:40,1007,27,17,4,0,1,5,4,False,False,False,True,856,1.8329764453961457,50,92,0
2025-12-03 07:02:40,1019,6,7,2,0,1,3,2,False,False,False,True,963,1.8956692913385826,50,104,0
2025-12-06 09:54:40,1015,3,9,5,1,1,6,5,False,False,False,True,1037,1.9827915869980879,50,115,0
2025-12-07 05:00:40,1011,28,5,6,1,2,7,6,False,True,False,False,925,1.824457593688363,50,89,0
2025-12-06 16:51:40,1004,3,16,5,1,3,6,5,True,False,False,False,961,1.9532520325203253,50,115,0
2025-12-04 17:11:40,1007,11,17,3,0,2,4,3,False,True,False,False,856,1.8329764453961457,50,103,0
2025-12-03 23:34:40,1013,4,23,2,0,2,3,2,False,True,False,False,934,1.9218106995884774,50,115,0
2025-12-02 19:20:40,1004,31,19,1,0,3,2,1,True,False,False,False,961,1.9532520325203253,50,94,0
2025-12-07 09:18:40,1007,39,9,6,1,4,7,6,False,False,True,False,856,1.8329764453961457,50,106,1
2025-12-01 01:34:40,1006,3,1,0,0,2,1,0,False,True,False,False,922,1.8626262626262626,50,115,0
2025-12-03 21:25:40,1017,19,21,2,0,3,3,2,True,False,False,False,892,1.8739495798319328,50,106,0
2025-12-07 18:37:40,1014,47,18,6,1,1,7,6,False,False,False,True,978,1.8771593090211132,50,93,0
2025-12-06 23:44:40,1003,33,23,5,1,1,6,5,False,False,False,True,941,1.8523622047244095,50,97,0
2025-12-01 16:19:40,1007,4,16,0,0,4,1,0,False,False,True,False,856,1.8329764453961457,50,115,1
2025-12-03 11:52:40,1014,5,11,2,0,1,3,2,False,False,False,True,978,1.8771593090211132,50,85,0
2025-12-01 18:10:40,1019,6,18,0,0,1,1,0,False,False,False,True,963,1.8956692913385826,50,104,0
2025-12-06 10:23:40,1019,26,10,5,1,2,6,5,False,True,False,False,963,1.8956692913385826,50,112,0
2025-12-03 12:07:40,1006,26,12,2,0,1,3,2,False,False,False,True,922,1.8626262626262626,50,112,0
2025-12-04 20:03:40,1006,7,20,3,0,2,4,3,False,True,False,False,922,1.8626262626262626,50,96,0
2025-12-05 02:18:40,1013,19,2,4,0,4,5,4,False,False,True,False,934,1.9218106995884774,50,106,1
2025-12-07 05:20:40,1019,43,5,6,1,2,7,6,False,True,False,False,963,1.8956692913385826,50,104,0
2025-12-06 05:33:40,1017,40,5,5,1,1,6,5,False,False,False,True,892,1.8739495798319328,50,100,0
2025-12-04 13:37:40,1018,46,13,3,0,1,4,3,False,False,False,True,1032,1.8970588235294117,50,114,0
2025-12-06 22:23:40,1003,13,22,5,1,3,6,5,True,False,False,False,941,1.8523622047244095,50,104,0
2025-12-05 04:17:40,1015,20,4,4,0,3,5,4,True,False,False,False,1037,1.9827915869980879,50,102,0
2025-12-02 03:04:40,1015,21,3,1,0,1,2,1,False,False,False,True,1037,1.9827915869980879,50,100,0
2025-12-02 11:48:40,1001,33,11,1,0,3,2,1,True,False,False,False,966,1.861271676300578,50,97,0
2025-12-07 13:45:40,1001,32,13,6,1,1,7,6,False,False,False,True,966,1.861271676300578,50,107,0
2025-12-06 10:48:40,1016,49,10,5,1,4,6,5,False,False,True,False,948,1.9268292682926829,50,83,1
2025-12-07 02:03:40,1006,6,2,6,1,2,7,6,False,True,False,False,922,1.8626262626262626,50,104,0
2025-12-07 08:14:40,1010,30,8,6,1,3,7,6,True,False,False,False,1023,1.9229323308270676,50,115,0
2025-12-03 00:55:40,1012,14,0,2,0,2,3,2,False,True,False,False,860,1.894273127753304,50,103,0
2025-12-06 06:53:40,1003,13,6,5,1,1,6,5,False,False,False,True,941,1.8523622047244095,50,104,0
2025-12-06 01:36:40,1008,23,1,5,1,3,6,5,True,False,False,False,978,1.9520958083832336,50,90,0
2025-12-03 08:33:40,1002,37,8,2,0,3,3,2,True,False,False,False,959,1.8915187376725837,50,106,0
2025-12-01 14:34:40,1017,20,14,0,0,1,1,0,False,False,False,True,892,1.8739495798319328,50,102,0
2025-12-01 12:48:40,1019,4,12,0,0,3,1,0,True,False,False,False,963,1.8956692913385826,50,115,0
2025-12-01 07:40:40,1007,7,7,0,0,1,1,0,False,False,False,True,856,1.8329764453961457,50,96,0
2025-12-03 06:45:40,1020,25,6,2,0,2,3,2,False,True,False,False,934,1.9139344262295082,50,102,0
2025-12-07 21:37:40,1017,14,21,6,1,1,7,6,False,False,False,True,892,1.8739495798319328,50,103,0
2025-12-01 21:49:40,1005,43,21,0,0,1,1,0,False,False,False,True,973,1.8893203883495147,50,104,0
2025-12-05 14:12:40,1019,38,14,4,0,1,5,4,False,False,False,True,963,1.8956692913385826,50,105,0
2025-12-03 18:48:40,1004,21,18,2,0,4,3,2,False,False,True,False,961,1.9532520325203253,50,100,1
2025-12-02 08:55:40,1014,40,8,1,0,2,2,1,False,True,False,False,978,1.8771593090211132,50,100,0
2025-12-05 03:51:40,1001,4,3,4,0,1,5,4,False,False,False,True,966,1.861271676300578,50,115,0
2025-12-04 04:33:40,1018,49,4,3,0,2,4,3,False,True,False,False,1032,1.8970588235294117,50,83,0
2025-12-07 20:36:40,1008,45,20,6,1,2,7,6,False,True,False,False,978,1.9520958083832336,50,70,0
2025-12-01 04:32:40,1001,4,4,0,0,2,1,0,False,True,False,False,966,1.861271676300578,50,115,0
2025-12-04 05:42:40,1017,25,5,3,0,1,4,3,False,False,False,True,892,1.8739495798319328,50,102,0
2025-12-01 15:49:40,1003,20,15,0,0,3,1,0,True,False,False,False,941,1.8523622047244095,50,102,0
2025-12-07 00:59:40,1011,27,0,6,1,1,7,6,False,False,False,True,925,1.824457593688363,50,92,0
2025-12-06 15:28:40,1019,25,15,5,1,2,6,5,False,True,False,False,963,1.8956692913385826,50,102,0
2025-12-01 08:37:40,1005,37,8,0,0,4,1,0,False,False,True,False,973,1.8893203883495147,50,106,1
2025-12-06 15:43:40,1007,29,15,5,1,1,6,5,False,False,False,True,856,1.8329764453961457,50,100,0
2025-12-02 05:56:40,1006,27,5,1,0,3,2,1,True,False,False,False,922,1.8626262626262626,50,92,0
2025-12-05 01:54:40,1003,36,1,4,0,1,5,4,False,False,False,True,941,1.8523622047244095,50,86,0
2025-12-05 15:19:40,1018,26,15,4,0,2,5,4,False,True,False,False,1032,1.8970588235294117,50,112,0
2025-12-07 21:35:40,1018,22,21,6,1,2,7,6,False,True,False,False,1032,1.8970588235294117,50,96,0
2025-12-01 15:58:40,1015,23,15,0,0,2,1,0,False,True,False,False,1037,1.9827915869980879,50,90,0
2025-12-07 17:26:40,1013,12,17,6,1,1,7,6,False,False,False,True,934,1.9218106995884774,50,94,0
2025-12-04 14:07:40,1004,7,14,3,0,3,4,3,True,False,False,False,961,1.9532520325203253,50,96,0
2025-12-03 02:22:40,1007,44,2,2,0,2,3,2,False,True,False,False,856,1.8329764453961457,50,103,0
2025-12-04 14:43:40,1001,16,14,3,0,1,4,3,False,False,False,True,966,1.861271676300578,50,91,0
2025-12-03 15:49:40,1019,24,15,2,0,1,3,2,False,False,False,True,963,1.8956692913385826,50,101,0
2025-12-05 22:26:40,1006,29,22,4,0,3,5,4,True,False,False,False,922,1.8626262626262626,50,100,0
2025-12-04 19:43:40,1001,39,19,3,0,3,4,3,True,False,False,False,966,1.861271676300578,50,106,0
2025-12-02 14:43:40,1014,2,14,1,0,1,2,1,False,False,False,True,978,1.8771593090211132,50,102,0
2025-12-06 00:36:40,1018,9,0,5,1,3,6,5,True,False,False,False,1032,1.8970588235294117,50,95,0
2025-12-04 16:35:40,1015,23,16,3,0,1,4,3,False,False,False,True,1037,1.9827915869980879,50,90,0
2025-12-05 11:28:40,1004,26,11,4,0,1,5,4,False,False,False,True,961,1.9532520325203253,50,112,0
2025-12-01 02:38:40,1019,26,2,0,0,2,1,0,False,True,False,False,963,1.8956692913385826,50,112,0
2025-12-05 13:40:40,1004,33,13,4,0,1,5,4,False,False,False,True,961,1.9532520325203253,50,97,0
2025-12-02 23:18:40,1002,1,23,1,0,1,2,1,False,False,False,True,959,1.8915187376725837,50,102,0
2025-12-03 16:15:40,1005,12,16,2,0,3,3,2,True,False,False,False,973,1.8893203883495147,50,94,0
2025-12-02 08:53:40,1010,25,8,1,0,3,2,1,True,False,False,False,1023,1.9229323308270676,50,102,0
2025-12-03 20:50:40,1017,17,20,2,0,1,3,2,False,False,False,True,892,1.8739495798319328,50,107,0
2025-12-06 20:01:40,1010,41,20,5,1,1,6,5,False,False,False,True,1023,1.9229323308270676,50,101,0
2025-12-03 18:34:40,1006,38,18,2,0,2,3,2,False,True,False,False,922,1.8626262626262626,50,105,0
2025-12-06 10:32:40,1019,35,10,5,1,1,6,5,False,False,False,True,963,1.8956692913385826,50,102,0
2025-12-02 05:19:40,1006,30,5,1,0,1,2,1,False,False,False,True,922,1.8626262626262626,50,115,0
2025-12-06 05:48:40,1011,8,5,5,1,2,6,5,False,True,False,False,925,1.824457593688363,50,93,0
2025-12-06 08:33:40,1014,46,8,5,1,1,6,5,False,False,False,True,978,1.8771593090211132,50,114,0
2025-12-06 15:34:40,1009,47,15,5,1,2,6,5,False,True,False,False,884,1.9175704989154012,50,93,0
2025-12-07 16:41:40,1016,19,16,6,1,2,7,6,False,True,False,False,948,1.9268292682926829,50,106,0
2025-12-04 19:53:40,1009,35,19,3,0,3,4,3,True,False,False,False,884,1.9175704989154012,50,102,0
2025-12-03 22:02:40,1011,10,22,2,0,2,3,2,False,True,False,False,925,1.824457593688363,50,118,0
2025-12-01 23:37:40,1011,40,23,0,0,3,1,0,True,False,False,False,925,1.824457593688363,50,100,0
2025-12-05 06:37:40,1017,10,6,4,0,2,5,4,False,True,False,False,892,1.8739495798319328,50,118,0
2025-12-03 09:42:40,1006,12,9,2,0,3,3,2,True,False,False,False,922,1.8626262626262626,50,94,0
2025-12-01 12:44:40,1013,4,12,0,0,1,1,0,False,False,False,True,934,1.9218106995884774,50,115,0
2025-12-02 12:20:40,1003,46,12,1,0,1,2,1,False,False,False,True,941,1.8523622047244095,50,114,0
2025-12-03 21:43:40,1008,21,21,2,0,4,3,2,False,False,True,False,978,1.9520958083832336,50,100,1
2025-12-01 05:19:40,1008,6,5,0,0,1,1,0,False,False,False,True,978,1.9520958083832336,50,104,0
2025-12-01 05:50:40,1015,5,5,0,0,4,1,0,False,False,True,False,1037,1.9827915869980879,50,85,1
2025-12-05 14:47:40,1004,21,14,4,0,2,5,4,False,True,False,False,961,1.9532520325203253,50,100,0
2025-12-03 15:59:40,1011,46,15,2,0,1,3,2,False,False,False,True,925,1.824457593688363,50,114,0
2025-12-03 23:12:40,1002,26,23,2,0,1,3,2,False,False,False,True,959,1.8915187376725837,50,112,0
2025-12-03 06:02:40,1010,50,6,2,0,2,3,2,False,True,False,False,1023,1.9229323308270676,50,90,0
2025-12-01 18:40:40,1001,6,18,0,0,3,1,0,True,False,False,False,966,1.861271676300578,50,104,0
2025-12-02 13:42:40,1016,29,13,1,0,1,2,1,False,False,False,True,948,1.9268292682926829,50,100,0
2025-12-03 21:18:40,1013,10,21,2,0,1,3,2,False,False,False,True,934,1.9218106995884774,50,118,0
2025-12-03 12:12:40,1007,31,12,2,0,1,3,2,False,False,False,True,856,1.8329764453961457,50,94,0
2025-12-04 01:35:40,1002,17,1,3,0,1,4,3,False,False,False,True,959,1.8915187376725837,50,107,0
2025-12-03 12:45:40,1014,44,12,2,0,2,3,2,False,True,False,False,978,1.8771593090211132,50,103,0
2025-12-03 06:50:40,1009,50,6,2,0,1,3,2,False,False,False,True,884,1.9175704989154012,50,90,0
2025-12-04 08:25:40,1010,24,8,3,0,1,4,3,False,False,False,True,1023,1.9229323308270676,50,101,0
2025-12-06 12:56:40,1019,44,12,5,1,3,6,5,True,False,False,False,963,1.8956692913385826,50,103,0
2025-12-07 02:21:40,1001,31,2,6,1,1,7,6,False,False,False,True,966,1.861271676300578,50,94,0
2025-12-07 14:36:40,1005,28,14,6,1,1,7,6,False,False,False,True,973,1.8893203883495147,50,89,0
2025-12-04 02:08:40,1007,34,2,3,0,1,4,3,False,False,False,True,856,1.8329764453961457,50,101,0
2025-12-04 13:06:40,1006,28,13,3,0,3,4,3,True,False,False,False,922,1.8626262626262626,50,89,0
2025-12-03 18:01:40,1002,13,18,2,0,4,3,2,False,False,True,False,959,1.8915187376725837,50,104,1
2025-12-04 20:29:40,1006,17,20,3,0,1,4,3,False,False,False,True,922,1.8626262626262626,50,107,0
2025-12-04 05:00:40,1017,10,5,3,0,3,4,3,True,False,False,False,892,1.8739495798319328,50,118,0
2025-12-02 19:51:40,1016,21,19,1,0,2,2,1,False,True,False,False,948,1.9268292682926829,50,100,0
2025-12-03 10:42:40,1015,9,10,2,0,4,3,2,False,False,True,False,1037,1.9827915869980879,50,95,1
2025-12-05 21:36:40,1008,13,21,4,0,3,5,4,True,False,False,False,978,1.9520958083832336,50,104,0
2025-12-06 17:40:40,1006,30,17,5,1,1,6,5,False,False,False,True,922,1.8626262626262626,50,115,0
2025-12-02 13:31:40,1011,9,13,1,0,1,2,1,False,False,False,True,925,1.824457593688363,50,95,0
2025-12-06 10:59:40,1001,49,10,5,1,3,6,5,True,False,False,False,966,1.861271676300578,50,83,0
2025-12-03 12:26:40,1020,13,12,2,0,1,3,2,False,False,False,True,934,1.9139344262295082,50,104,0
2025-12-01 01:40:40,1013,30,1,0,0,2,1,0,False,True,False,False,934,1.9218106995884774,50,115,0
2025-12-05 08:19:40,1014,47,8,4,0,3,5,4,True,False,False,False,978,1.8771593090211132,50,93,0
2025-12-04 06:53:40,1019,21,6,3,0,2,4,3,False,True,False,False,963,1.8956692913385826,50,100,0
2025-12-03 03:47:40,1012,6,3,2,0,2,3,2,False,True,False,False,860,1.894273127753304,50,104,0
2025-12-03 16:04:40,1018,34,16,2,0,2,3,2,False,True,False,False,1032,1.8970588235294117,50,101,0
2025-12-07 06:16:40,1002,8,6,6,1,3,7,6,True,False,False,False,959,1.8915187376725837,50,93,0
2025-12-06 19:09:40,1013,25,19,5,1,1,6,5,False,False,False,True,934,1.9218106995884774,50,102,0
2025-12-04 23:06:40,1020,39,23,3,0,3,4,3,True,False,False,False,934,1.9139344262295082,50,106,0
2025-12-02 02:08:40,1018,21,2,1,0,2,2,1,False,True,False,False,1032,1.8970588235294117,50,100,0
2025-12-05 12:41:40,1006,23,12,4,0,3,5,4,True,False,False,False,922,1.8626262626262626,50,90,0
2025-12-07 21:28:40,1004,29,21,6,1,2,7,6,False,True,False,False,961,1.9532520325203253,50,100,0
2025-12-07 08:02:40,1020,35,8,6,1,3,7,6,True,False,False,False,934,1.9139344262295082,50,102,0
2025-12-02 04:45:40,1015,38,4,1,0,2,2,1,False,True,False,False,1037,1.9827915869980879,50,105,0
2025-12-05 07:36:40,1004,35,7,4,0,3,5,4,True,False,False,False,961,1.9532520325203253,50,102,0
2025-12-06 00:56:40,1016,39,0,5,1,2,6,5,False,True,False,False,948,1.9268292682926829,50,106,0
2025-12-01 00:38:40,1011,50,0,0,0,1,1,0,False,False,False,True,925,1.824457593688363,50,90,0
2025-12-01 12:43:40,1005,27,12,0,0,2,1,0,False,True,False,False,973,1.8893203883495147,50,92,0
2025-12-07 14:05:40,1013,14,14,6,1,1,7,6,False,False,False,True,934,1.9218106995884774,50,103,0
2025-12-04 14:53:40,1010,20,14,3,0,1,4,3,False,False,False,True,1023,1.9229323308270676,50,102,0
2025-12-04 23:57:40,1001,40,23,3,0,3,4,3,True,False,False,False,966,1.861271676300578,50,100,0
2025-12-05 18:45:40,1007,18,18,4,0,1,5,4,False,False,False,True,856,1.8329764453961457,50,83,0
2025-12-03 18:30:40,1001,46,18,2,0,2,3,2,False,True,False,False,966,1.861271676300578,50,114,0
2025-12-02 06:13:40,1014,28,6,1,0,2,2,1,False,True,False,False,978,1.8771593090211132,50,89,0
2025-12-05 18:27:40,1018,47,18,4,0,1,5,4,False,False,False,True,1032,1.8970588235294117,50,93,0
2025-12-07 05:07:40,1003,17,5,6,1,1,7,6,False,False,False,True,941,1.8523622047244095,50,107,0
2025-12-02 11:59:40,1009,17,11,1,0,1,2,1,False,False,False,True,884,1.9175704989154012,50,107,0
2025-12-02 15:40:40,1010,38,15,1,0,3,2,1,True,False,False,False,1023,1.9229323308270676,50,105,0
2025-12-05 00:06:40,1011,34,0,4,0,1,5,4,False,False,False,True,925,1.824457593688363,50,101,0
2025-12-06 18:28:40,1015,36,18,5,1,2,6,5,False,True,False,False,1037,1.9827915869980879,50,86,0
2025-12-04 03:00:40,1009,9,3,3,0,1,4,3,False,False,False,True,884,1.9175704989154012,50,95,0
2025-12-03 19:37:40,1005,12,19,2,0,4,3,2,False,False,True,False,973,1.8893203883495147,50,94,1
2025-12-02 05:54:40,1012,43,5,1,0,2,2,1,False,True,False,False,860,1.894273127753304,50,104,0
2025-12-03 13:52:40,1008,6,13,2,0,1,3,2,False,False,False,True,978,1.9520958083832336,50,104,0
2025-12-03 02:56:40,1002,32,2,2,0,2,3,2,False,True,False,False,959,1.8915187376725837,50,107,0
2025-12-06 14:44:40,1016,7,14,5,1,3,6,5,True,False,False,False,948,1.9268292682926829,50,96,0
2025-12-04 06:38:40,1005,10,6,3,0,4,4,3,False,False,True,False,973,1.8893203883495147,50,118,1
2025-12-03 19:32:40,1014,42,19,2,0,1,3,2,False,False,False,True,978,1.8771593090211132,50,93,0
2025-12-05 16:49:40,1013,26,16,4,0,1,5,4,False,False,False,True,934,1.9218106995884774,50,112,0
2025-12-02 01:01:40,1012,40,1,1,0,1,2,1,False,False,False,True,860,1.894273127753304,50,100,0
2025-12-05 06:50:40,1017,11,6,4,0,1,5,4,False,False,False,True,892,1.8739495798319328,50,103,0
2025-12-01 15:15:40,1003,27,15,0,0,4,1,0,False,False,True,False,941,1.8523622047244095,50,92,1
2025-12-02 10:54:40,1020,5,10,1,0,1,2,1,False,False,False,True,934,1.9139344262295082,50,85,0
2025-12-07 13:21:40,1002,15,13,6,1,1,7,6,False,False,False,True,959,1.8915187376725837,50,120,0
2025-12-01 18:51:40,1015,17,18,0,0,1,1,0,False,False,False,True,1037,1.9827915869980879,50,107,0
2025-12-04 09:28:40,1020,35,9,3,0,1,4,3,False,False,False,True,934,1.9139344262295082,50,102,0
2025-12-03 20:29:40,1011,16,20,2,0,2,3,2,False,True,False,False,925,1.824457593688363,50,91,0
2025-12-03 07:26:40,1006,3,7,2,0,1,3,2,False,False,False,True,922,1.8626262626262626,50,115,0
2025-12-01 20:49:40,1006,21,20,0,0,1,1,0,False,False,False,True,922,1.8626262626262626,50,100,0
2025-12-06 19:13:40,1013,22,19,5,1,3,6,5,True,False,False,False,934,1.9218106995884774,50,96,0
2025-12-04 01:50:40,1011,47,1,3,0,1,4,3,False,False,False,True,925,1.824457593688363,50,93,0
2025-12-06 14:00:40,1012,9,14,5,1,3,6,5,True,False,False,False,860,1.894273127753304,50,95,0
2025-12-04 06:29:40,1007,26,6,3,0,3,4,3,True,False,False,False,856,1.8329764453961457,50,112,0
2025-12-03 06:04:40,1020,42,6,2,0,2,3,2,False,True,False,False,934,1.9139344262295082,50,93,0
2025-12-06 01:55:40,1003,15,1,5,1,1,6,5,False,False,False,True,941,1.8523622047244095,50,120,0
2025-12-05 07:50:40,1001,46,7,4,0,2,5,4,False,True,False,False,966,1.861271676300578,50,114,0
2025-12-02 02:03:40,1014,22,2,1,0,1,2,1,False,False,False,True,978,1.8771593090211132,50,96,0
2025-12-06 13:06:40,1017,10,13,5,1,3,6,5,True,False,False,False,892,1.8739495798319328,50,118,0
2025-12-05 22:30:40,1017,23,22,4,0,1,5,4,False,False,False,True,892,1.8739495798319328,50,90,0
2025-12-07 21:35:40,1007,17,21,6,1,1,7,6,False,False,False,True,856,1.8329764453961457,50,107,0
2025-12-05 08:01:40,1020,20,8,4,0,1,5,4,False,False,False,True,934,1.9139344262295082,50,102,0
2025-12-04 18:38:40,1014,7,18,3,0,1,4,3,False,False,False,True,978,1.8771593090211132,50,96,0
2025-12-01 11:31:40,1003,47,11,0,0,4,1,0,False,False,True,False,941,1.8523622047244095,50,93,1
2025-12-06 12:43:40,1009,14,12,5,1,1,6,5,False,False,False,True,884,1.9175704989154012,50,103,0
2025-12-06 11:15:40,1006,15,11,5,1,1,6,5,False,False,False,True,922,1.8626262626262626,50,120,0
2025-12-04 15:54:40,1005,39,15,3,0,3,4,3,True,False,False,False,973,1.8893203883495147,50,106,0
2025-12-03 14:51:40,1012,48,14,2,0,1,3,2,False,False,False,True,860,1.894273127753304,50,105,0
