timestamp,user_id,product_id,event,hour,day_of_week,is_weekend,interaction_score
2025-12-05 17:40:40,1007,27,view,17,4,0,1
2025-12-03 07:02:40,1019,6,view,7,2,0,1
2025-12-06 09:54:40,1015,3,view,9,5,1,1
2025-12-07 05:00:40,1011,28,click,5,6,1,2
2025-12-06 16:51:40,1004,3,add_to_cart,16,5,1,3
2025-12-04 17:11:40,1007,11,click,17,3,0,2
2025-12-03 23:34:40,1013,4,click,23,2,0,2
2025-12-02 19:20:40,1004,31,add_to_cart,19,1,0,3
2025-12-07 09:18:40,1007,39,purchase,9,6,1,4
2025-12-01 01:34:40,1006,3,click,1,0,0,2
2025-12-03 21:25:40,1017,19,add_to_cart,21,2,0,3
2025-12-07 18:37:40,1014,47,view,18,6,1,1
2025-12-06 23:44:40,1003,33,view,23,5,1,1
2025-12-01 16:19:40,1007,4,purchase,16,0,0,4
2025-12-03 11:52:40,1014,5,view,11,2,0,1
2025-12-01 18:10:40,1019,6,view,18,0,0,1
2025-12-06 10:23:40,1019,26,click,10,5,1,2
2025-12-03 12:07:40,1006,26,view,12,2,0,1
2025-12-04 20:03:40,1006,7,click,20,3,0,2
2025-12-05 02:18:40,1013,19,purchase,2,4,0,4
2025-12-07 05:20:40,1019,43,click,5,6,1,2
2025-12-06 05:33:40,1017,40,view,5,5,1,1
2025-12-04 13:37:40,1018,46,view,13,3,0,1
2025-12-06 22:23:40,1003,13,add_to_cart,22,5,1,3
2025-12-05 04:17:40,1015,20,add_to_cart,4,4,0,3
2025-12-02 03:04:40,1015,21,view,3,1,0,1
2025-12-02 11:48:40,1001,33,add_to_cart,11,1,0,3
2025-12-07 13:45:40,1001,32,view,13,6,1,1
2025-12-06 10:48:40,1016,49,purchase,10,5,1,4
2025-12-07 02:03:40,1006,6,click,2,6,1,2
2025-12-07 08:14:40,1010,30,add_to_cart,8,6,1,3
2025-12-03 00:55:40,1012,14,click,0,2,0,2
2025-12-06 06:53:40,1003,13,view,6,5,1,1
2025-12-06 01:36:40,1008,23,add_to_cart,1,5,1,3
2025-12-03 08:33:40,1002,37,add_to_cart,8,2,0,3
2025-12-01 14:34:40,1017,20,view,14,0,0,1
2025-12-01 12:48:40,1019,4,add_to_cart,12,0,0,3
2025-12-01 07:40:40,1007,7,view,7,0,0,1
2025-12-03 06:45:40,1020,25,click,6,2,0,2
2025-12-07 21:37:40,1017,14,view,21,6,1,1
2025-12-01 21:49:40,1005,43,view,21,0,0,1
2025-12-05 14:12:40,1019,38,view,14,4,0,1
2025-12-03 18:48:40,1004,21,purchase,18,2,0,4
2025-12-02 08:55:40,1014,40,click,8,1,0,2
2025-12-05 03:51:40,1001,4,view,3,4,0,1
2025-12-04 04:33:40,1018,49,click,4,3,0,2
2025-12-07 20:36:40,1008,45,click,20,6,1,2
2025-12-01 04:32:40,1001,4,click,4,0,0,2
2025-12-04 05:42:40,1017,25,view,5,3,0,1
2025-12-01 15:49:40,1003,20,add_to_cart,15,0,0,3
2025-12-07 00:59:40,1011,27,view,0,6,1,1
2025-12-06 15:28:40,1019,25,click,15,5,1,2
2025-12-01 08:37:40,1005,37,purchase,8,0,0,4
2025-12-06 15:43:40,1007,29,view,15,5,1,1
2025-12-02 05:56:40,1006,27,add_to_cart,5,1,0,3
2025-12-05 01:54:40,1003,36,view,1,4,0,1
2025-12-05 15:19:40,1018,26,click,15,4,0,2
2025-12-07 21:35:40,1018,22,click,21,6,1,2
2025-12-01 15:58:40,1015,23,click,15,0,0,2
2025-12-07 17:26:40,1013,12,view,17,6,1,1
2025-12-04 14:07:40,1004,7,add_to_cart,14,3,0,3
2025-12-03 02:22:40,1007,44,click,2,2,0,2
2025-12-04 14:43:40,1001,16,view,14,3,0,1
2025-12-03 15:49:40,1019,24,view,15,2,0,1
2025-12-05 22:26:40,1006,29,add_to_cart,22,4,0,3
2025-12-04 19:43:40,1001,39,add_to_cart,19,3,0,3
2025-12-02 14:43:40,1014,2,view,14,1,0,1
2025-12-06 00:36:40,1018,9,add_to_cart,0,5,1,3
2025-12-04 16:35:40,1015,23,view,16,3,0,1
2025-12-05 11:28:40,1004,26,view,11,4,0,1
2025-12-01 02:38:40,1019,26,click,2,0,0,2
2025-12-05 13:40:40,1004,33,view,13,4,0,1
2025-12-02 23:18:40,1002,1,view,23,1,0,1
2025-12-03 16:15:40,1005,12,add_to_cart,16,2,0,3
2025-12-02 08:53:40,1010,25,add_to_cart,8,1,0,3
2025-12-03 20:50:40,1017,17,view,20,2,0,1
2025-12-06 20:01:40,1010,41,view,20,5,1,1
2025-12-03 18:34:40,1006,38,click,18,2,0,2
2025-12-06 10:32:40,1019,35,view,10,5,1,1
2025-12-02 05:19:40,1006,30,view,5,1,0,1
2025-12-06 05:48:40,1011,8,click,5,5,1,2
2025-12-06 08:33:40,1014,46,view,8,5,1,1
2025-12-06 15:34:40,1009,47,click,15,5,1,2
2025-12-07 16:41:40,1016,19,click,16,6,1,2
2025-12-04 19:53:40,1009,35,add_to_cart,19,3,0,3
2025-12-03 22:02:40,1011,10,click,22,2,0,2
2025-12-01 23:37:40,1011,40,add_to_cart,23,0,0,3
2025-12-05 06:37:40,1017,10,click,6,4,0,2
2025-12-03 09:42:40,1006,12,add_to_cart,9,2,0,3
2025-12-01 12:44:40,1013,4,view,12,0,0,1
2025-12-02 12:20:40,1003,46,view,12,1,0,1
2025-12-03 21:43:40,1008,21,purchase,21,2,0,4
2025-12-01 05:19:40,1008,6,view,5,0,0,1
2025-12-01 05:50:40,1015,5,purchase,5,0,0,4
2025-12-05 14:47:40,1004,21,click,14,4,0,2
2025-12-03 15:59:40,1011,46,view,15,2,0,1
2025-12-03 23:12:40,1002,26,view,23,2,0,1
2025-12-03 06:02:40,1010,50,click,6,2,0,2
2025-12-01 18:40:40,1001,6,add_to_cart,18,0,0,3
2025-12-02 13:42:40,1016,29,view,13,1,0,1
2025-12-03 21:18:40,1013,10,view,21,2,0,1
2025-12-03 12:12:40,1007,31,view,12,2,0,1
2025-12-04 01:35:40,1002,17,view,1,3,0,1
2025-12-03 12:45:40,1014,44,click,12,2,0,2
2025-12-03 06:50:40,1009,50,view,6,2,0,1
2025-12-04 08:25:40,1010,24,view,8,3,0,1
2025-12-06 12:56:40,1019,44,add_to_cart,12,5,1,3
2025-12-07 02:21:40,1001,31,view,2,6,1,1
2025-12-07 14:36:40,1005,28,view,14,6,1,1
2025-12-04 02:08:40,1007,34,view,2,3,0,1
2025-12-04 13:06:40,1006,28,add_to_cart,13,3,0,3
2025-12-03 18:01:40,1002,13,purchase,18,2,0,4
2025-12-04 20:29:40,1006,17,view,20,3,0,1
2025-12-04 05:00:40,1017,10,add_to_cart,5,3,0,3
2025-12-02 19:51:40,1016,21,click,19,1,0,2
2025-12-03 10:42:40,1015,9,purchase,10,2,0,4
2025-12-05 21:36:40,1008,13,add_to_cart,21,4,0,3
2025-12-06 17:40:40,1006,30,view,17,5,1,1
2025-12-02 13:31:40,1011,9,view,13,1,0,1
2025-12-06 10:59:40,1001,49,add_to_cart,10,5,1,3
2025-12-03 12:26:40,1020,13,view,12,2,0,1
2025-12-01 01:40:40,1013,30,click,1,0,0,2
2025-12-05 08:19:40,1014,47,add_to_cart,8,4,0,3
2025-12-04 06:53:40,1019,21,click,6,3,0,2
2025-12-03 03:47:40,1012,6,click,3,2,0,2
2025-12-03 16:04:40,1018,34,click,16,2,0,2
2025-12-07 06:16:40,1002,8,add_to_cart,6,6,1,3
2025-12-06 19:09:40,1013,25,view,19,5,1,1
2025-12-04 23:06:40,1020,39,add_to_cart,23,3,0,3
2025-12-02 02:08:40,1018,21,click,2,1,0,2
2025-12-05 12:41:40,1006,23,add_to_cart,12,4,0,3
2025-12-07 21:28:40,1004,29,click,21,6,1,2
2025-12-07 08:02:40,1020,35,add_to_cart,8,6,1,3
2025-12-02 04:45:40,1015,38,click,4,1,0,2
2025-12-05 07:36:40,1004,35,add_to_cart,7,4,0,3
2025-12-06 00:56:40,1016,39,click,0,5,1,2
2025-12-01 00:38:40,1011,50,view,0,0,0,1
2025-12-01 12:43:40,1005,27,click,12,0,0,2
2025-12-07 14:05:40,1013,14,view,14,6,1,1
2025-12-04 14:53:40,1010,20,view,14,3,0,1
2025-12-04 23:57:40,1001,40,add_to_cart,23,3,0,3
2025-12-05 18:45:40,1007,18,view,18,4,0,1
2025-12-03 18:30:40,1001,46,click,18,2,0,2
2025-12-02 06:13:40,1014,28,click,6,1,0,2
2025-12-05 18:27:40,1018,47,view,18,4,0,1
2025-12-07 05:07:40,1003,17,view,5,6,1,1
2025-12-02 11:59:40,1009,17,view,11,1,0,1
2025-12-02 15:40:40,1010,38,add_to_cart,15,1,0,3
2025-12-05 00:06:40,1011,34,view,0,4,0,1
2025-12-06 18:28:40,1015,36,click,18,5,1,2
2025-12-04 03:00:40,1009,9,view,3,3,0,1
2025-12-03 19:37:40,1005,12,purchase,19,2,0,4
2025-12-02 05:54:40,1012,43,click,5,1,0,2
2025-12-03 13:52:40,1008,6,view,13,2,0,1
2025-12-03 02:56:40,1002,32,click,2,2,0,2
2025-12-06 14:44:40,1016,7,add_to_cart,14,5,1,3
2025-12-04 06:38:40,1005,10,purchase,6,3,0,4
2025-12-03 19:32:40,1014,42,view,19,2,0,1
2025-12-05 16:49:40,1013,26,view,16,4,0,1
2025-12-02 01:01:40,1012,40,view,1,1,0,1
2025-12-05 06:50:40,1017,11,view,6,4,0,1
2025-12-01 15:15:40,1003,27,purchase,15,0,0,4
2025-12-02 10:54:40,1020,5,view,10,1,0,1
2025-12-07 13:21:40,1002,15,view,13,6,1,1
2025-12-01 18:51:40,1015,17,view,18,0,0,1
2025-12-04 09:28:40,1020,35,view,9,3,0,1
2025-12-03 20:29:40,1011,16,click,20,2,0,2
2025-12-03 07:26:40,1006,3,view,7,2,0,1
2025-12-01 20:49:40,1006,21,view,20,0,0,1
2025-12-06 19:13:40,1013,22,add_to_cart,19,5,1,3
2025-12-04 01:50:40,1011,47,view,1,3,0,1
2025-12-06 14:00:40,1012,9,add_to_cart,14,5,1,3
2025-12-04 06:29:40,1007,26,add_to_cart,6,3,0,3
2025-12-03 06:04:40,1020,42,click,6,2,0,2
2025-12-06 01:55:40,1003,15,view,1,5,1,1
2025-12-05 07:50:40,1001,46,click,7,4,0,2
2025-12-02 02:03:40,1014,22,view,2,1,0,1
2025-12-06 13:06:40,1017,10,add_to_cart,13,5,1,3
2025-12-05 22:30:40,1017,23,view,22,4,0,1
2025-12-07 21:35:40,1007,17,view,21,6,1,1
2025-12-05 08:01:40,1020,20,view,8,4,0,1
2025-12-04 18:38:40,1014,7,view,18,3,0,1
2025-12-01 11:31:40,1003,47,purchase,11,0,0,4
2025-12-06 12:43:40,1009,14,view,12,5,1,1
2025-12-06 11:15:40,1006,15,view,11,5,1,1
2025-12-04 15:54:40,1005,39,add_to_cart,15,3,0,3
2025-12-03 14:51:40,1012,48,view,14,2,0,1
2025-12-02 05:32:40,1009,45,click,5,1,0,2
2025-12-02 16:59:40,1016,31,purchase,16,1,0,4
2025-12-04 18:17:40,1002,41,add_to_cart,18,3,0,3
2025-12-05 20:32:40,1013,2,view,20,4,0,1
2025-12-03 09:32:40,1008,49,view,9,2,0,1
2025-12-03 11:24:40,1017,28,add_to_cart,11,2,0,3
2025-12-03 23:45:40,1016,3,click,23,2,0,2
2025-12-02 23:38:40,1004,18,purchase,23,1,0,4
2025-12-01 05:05:40,1020,50,view,5,0,0,1
2025-12-05 04:58:40,1017,29,click,4,4,0,2
2025-12-01 22:57:40,1008,37,view,22,0,0,1
2025-12-02 16:50:40,1003,6,add_to_cart,16,1,0,3
2025-12-06 10:54:40,1017,2,view,10,5,1,1
2025-12-07 18:45:40,1010,32,add_to_cart,18,6,1,3
2025-12-05 08:51:40,1010,22,view,8,4,0,1
2025-12-02 23:11:40,1006,2,view,23,1,0,1
2025-12-06 23:40:40,1006,38,view,23,5,1,1
2025-12-05 19:08:40,1020,7,view,19,4,0,1
2025-12-02 13:56:40,1012,16,view,13,1,0,1
2025-12-03 23:54:40,1016,15,view,23,2,0,1
2025-12-03 07:06:40,1005,24,click,7,2,0,2
2025-12-06 06:25:40,1019,19,add_to_cart,6,5,1,3
2025-12-01 11:35:40,1017,16,add_to_cart,11,0,0,3
2025-12-03 22:05:40,1006,29,view,22,2,0,1
2025-12-01 03:27:40,1003,3,view,3,0,0,1
2025-12-07 00:18:40,1004,34,add_to_cart,0,6,1,3
2025-12-02 21:30:40,1011,48,view,21,1,0,1
2025-12-03 21:11:40,1009,45,click,21,2,0,2
2025-12-04 10:50:40,1020,49,view,10,3,0,1
2025-12-03 03:34:40,1019,7,view,3,2,0,1
2025-12-02 23:12:40,1012,23,click,23,1,0,2
2025-12-05 21:39:40,1005,3,click,21,4,0,2
2025-12-07 07:53:40,1010,14,click,7,6,1,2
2025-12-07 21:56:40,1001,38,view,21,6,1,1
2025-12-03 05:03:40,1006,33,click,5,2,0,2
2025-12-05 21:32:40,1020,17,view,21,4,0,1
2025-12-01 09:23:40,1018,10,purchase,9,0,0,4
2025-12-03 22:56:40,1002,32,view,22,2,0,1
2025-12-05 10:47:40,1019,28,add_to_cart,10,4,0,3
2025-12-05 01:07:40,1004,25,click,1,4,0,2
2025-12-05 06:26:40,1002,47,purchase,6,4,0,4
2025-12-06 04:17:40,1019,38,view,4,5,1,1
2025-12-03 04:23:40,1004,10,add_to_cart,4,2,0,3
2025-12-06 20:49:40,1006,14,view,20,5,1,1
2025-12-03 19:51:40,1018,12,click,19,2,0,2
2025-12-07 02:13:40,1004,17,view,2,6,1,1
2025-12-05 08:17:40,1001,25,view,8,4,0,1
2025-12-03 22:56:40,1004,28,purchase,22,2,0,4
2025-12-04 21:35:40,1001,13,add_to_cart,21,3,0,3
2025-12-04 07:08:40,1017,47,view,7,3,0,1
2025-12-01 10:46:40,1006,31,view,10,0,0,1
2025-12-01 22:09:40,1005,12,click,22,0,0,2
2025-12-02 21:59:40,1018,34,view,21,1,0,1
2025-12-07 04:37:40,1003,20,view,4,6,1,1
2025-12-04 23:58:40,1011,48,click,23,3,0,2
2025-12-04 03:11:40,1008,16,click,3,3,0,2
2025-12-07 08:41:40,1002,27,add_to_cart,8,6,1,3
2025-12-06 20:46:40,1004,40,click,20,5,1,2
2025-12-03 04:43:40,1013,26,click,4,2,0,2
2025-12-06 02:45:40,1003,7,add_to_cart,2,5,1,3
2025-12-07 02:56:40,1007,11,view,2,6,1,1
2025-12-01 01:07:40,1011,24,click,1,0,0,2
2025-12-06 02:22:40,1019,24,view,2,5,1,1
2025-12-07 01:27:40,1019,37,view,1,6,1,1
2025-12-03 00:25:40,1005,38,click,0,2,0,2
2025-12-01 20:10:40,1010,48,add_to_cart,20,0,0,3
2025-12-01 17:27:40,1012,35,view,17,0,0,1
2025-12-02 17:09:40,1008,45,click,17,1,0,2
2025-12-07 21:07:40,1004,10,click,21,6,1,2
2025-12-04 16:41:40,1003,14,view,16,3,0,1
2025-12-02 02:49:40,1011,41,view,2,1,0,1
2025-12-04 03:43:40,1002,26,click,3,3,0,2
2025-12-06 10:25:40,1015,35,add_to_cart,10,5,1,3
2025-12-05 14:44:40,1020,47,view,14,4,0,1
2025-12-01 05:20:40,1010,16,view,5,0,0,1
2025-12-07 17:23:40,1002,40,view,17,6,1,1
2025-12-07 10:13:40,1006,36,view,10,6,1,1
2025-12-06 20:02:40,1020,17,view,20,5,1,1
2025-12-06 19:01:40,1006,36,view,19,5,1,1
2025-12-05 00:19:40,1002,1,view,0,4,0,1
2025-12-04 07:40:40,1004,7,click,7,3,0,2
2025-12-01 09:03:40,1005,28,purchase,9,0,0,4
2025-12-05 03:15:40,1016,44,click,3,4,0,2
2025-12-01 18:22:40,1010,26,view,18,0,0,1
2025-12-03 22:52:40,1008,43,view,22,2,0,1
2025-12-06 05:02:40,1015,3,click,5,5,1,2
2025-12-02 02:43:40,1002,26,view,2,1,0,1
2025-12-03 13:40:40,1012,36,view,13,2,0,1
2025-12-05 02:19:40,1017,14,add_to_cart,2,4,0,3
2025-12-02 04:08:40,1001,26,view,4,1,0,1
2025-12-02 12:17:40,1002,47,view,12,1,0,1
2025-12-03 12:44:40,1015,16,add_to_cart,12,2,0,3
2025-12-05 16:18:40,1012,45,click,16,4,0,2
2025-12-02 21:02:40,1015,9,view,21,1,0,1
2025-12-03 04:29:40,1009,37,add_to_cart,4,2,0,3
2025-12-05 17:12:40,1020,4,add_to_cart,17,4,0,3
2025-12-05 19:30:40,1014,4,view,19,4,0,1
2025-12-05 18:43:40,1011,44,click,18,4,0,2
2025-12-07 22:07:40,1009,39,click,22,6,1,2
2025-12-04 18:10:40,1015,13,add_to_cart,18,3,0,3
2025-12-02 15:25:40,1019,22,view,15,1,0,1
2025-12-05 03:49:40,1014,44,click,3,4,0,2
2025-12-05 05:03:40,1020,38,view,5,4,0,1
2025-12-03 17:04:40,1009,48,view,17,2,0,1
2025-12-06 22:40:40,1020,36,view,22,5,1,1
2025-12-05 19:38:40,1002,8,view,19,4,0,1
2025-12-04 07:13:40,1016,34,purchase,7,3,0,4
2025-12-05 10:35:40,1012,34,view,10,4,0,1
2025-12-05 03:01:40,1010,20,view,3,4,0,1
2025-12-06 07:47:40,1008,10,view,7,5,1,1
2025-12-07 03:20:40,1010,12,add_to_cart,3,6,1,3
2025-12-03 12:04:40,1015,17,purchase,12,2,0,4
2025-12-01 04:20:40,1001,38,add_to_cart,4,0,0,3
2025-12-07 08:32:40,1006,4,add_to_cart,8,6,1,3
2025-12-06 22:50:40,1016,14,add_to_cart,22,5,1,3
2025-12-05 21:47:40,1011,44,view,21,4,0,1
2025-12-01 15:09:40,1011,36,click,15,0,0,2
2025-12-04 09:34:40,1015,45,view,9,3,0,1
2025-12-07 04:25:40,1002,49,click,4,6,1,2
2025-12-06 03:01:40,1003,35,view,3,5,1,1
2025-12-07 14:06:40,1003,4,view,14,6,1,1
2025-12-03 23:34:40,1007,42,view,23,2,0,1
2025-12-06 00:46:40,1006,12,view,0,5,1,1
2025-12-01 19:11:40,1002,8,view,19,0,0,1
2025-12-01 00:35:40,1010,17,view,0,0,0,1
2025-12-03 08:47:40,1014,10,view,8,2,0,1
2025-12-05 01:17:40,1019,41,view,1,4,0,1
2025-12-07 09:01:40,1019,48,purchase,9,6,1,4
2025-12-05 10:44:40,1017,24,view,10,4,0,1
2025-12-07 00:28:40,1003,13,add_to_cart,0,6,1,3
2025-12-06 05:55:40,1018,22,view,5,5,1,1
2025-12-02 11:47:40,1009,28,click,11,1,0,2
2025-11-30 23:42:40,1006,35,click,23,6,1,2
2025-12-02 15:01:40,1004,35,add_to_cart,15,1,0,3
2025-12-04 17:05:40,1015,22,purchase,17,3,0,4
2025-12-07 12:58:40,1019,40,click,12,6,1,2
2025-12-07 11:57:40,1010,48,view,11,6,1,1
2025-12-01 22:44:40,1003,35,view,22,0,0,1
2025-12-01 05:08:40,1012,2,view,5,0,0,1
2025-12-07 17:54:40,1006,28,add_to_cart,17,6,1,3
2025-12-01 00:36:40,1016,28,click,0,0,0,2
2025-12-04 21:24:40,1011,13,add_to_cart,21,3,0,3
2025-12-01 12:22:40,1001,43,view,12,0,0,1
2025-12-04 23:03:40,1003,35,view,23,3,0,1
2025-12-07 15:28:40,1014,11,view,15,6,1,1
2025-12-02 09:36:40,1009,30,view,9,1,0,1
2025-12-03 12:17:40,1002,29,add_to_cart,12,2,0,3
2025-12-05 07:22:40,1011,26,click,7,4,0,2
2025-12-04 06:32:40,1010,5,add_to_cart,6,3,0,3
2025-12-07 07:06:40,1005,16,view,7,6,1,1
2025-12-03 04:01:40,1010,38,view,4,2,0,1
2025-12-02 08:27:40,1008,42,purchase,8,1,0,4
2025-12-06 01:30:40,1005,50,view,1,5,1,1
2025-12-06 17:24:40,1011,29,add_to_cart,17,5,1,3
2025-12-07 07:53:40,1002,46,view,7,6,1,1
2025-12-07 12:09:40,1013,1,add_to_cart,12,6,1,3
2025-12-05 00:06:40,1012,2,view,0,4,0,1
2025-12-02 14:07:40,1014,18,view,14,1,0,1
2025-12-07 08:48:40,1002,16,view,8,6,1,1
2025-12-02 14:55:40,1004,18,click,14,1,0,2
2025-12-01 04:50:40,1006,40,purchase,4,0,0,4
2025-11-30 22:40:40,1005,16,add_to_cart,22,6,1,3
2025-11-30 23:15:40,1014,8,view,23,6,1,1
2025-12-07 05:59:40,1016,4,click,5,6,1,2
2025-12-07 09:38:40,1017,30,view,9,6,1,1
2025-12-05 17:55:40,1005,20,add_to_cart,17,4,0,3
2025-12-07 00:51:40,1015,33,view,0,6,1,1
2025-12-04 06:45:40,1012,26,view,6,3,0,1
2025-12-02 07:00:40,1006,34,view,7,1,0,1
2025-12-05 20:16:40,1006,16,view,20,4,0,1
2025-12-06 11:43:40,1011,26,purchase,11,5,1,4
2025-12-04 00:28:40,1002,47,click,0,3,0,2
2025-12-02 23:54:40,1015,10,view,23,1,0,1
2025-12-05 23:08:40,1003,10,view,23,4,0,1
2025-12-05 01:06:40,1018,8,click,1,4,0,2
2025-12-02 18:29:40,1005,49,view,18,1,0,1
2025-12-03 13:47:40,1007,1,add_to_cart,13,2,0,3
2025-12-05 13:28:40,1016,43,add_to_cart,13,4,0,3
2025-12-03 18:53:40,1018,5,add_to_cart,18,2,0,3
2025-12-04 04:02:40,1016,7,view,4,3,0,1
2025-12-05 05:54:40,1018,18,view,5,4,0,1
2025-12-07 11:55:40,1005,11,view,11,6,1,1
2025-12-02 16:01:40,1017,45,view,16,1,0,1
2025-12-01 07:50:40,1017,28,view,7,0,0,1
2025-12-01 10:30:40,1008,38,view,10,0,0,1
2025-12-06 16:23:40,1011,9,view,16,5,1,1
2025-12-02 04:02:40,1014,44,add_to_cart,4,1,0,3
2025-11-30 23:13:40,1014,43,view,23,6,1,1
2025-12-06 11:54:40,1008,39,click,11,5,1,2
2025-12-05 17:10:40,1013,44,add_to_cart,17,4,0,3
2025-12-02 22:53:40,1016,9,view,22,1,0,1
2025-12-03 01:10:40,1014,40,view,1,2,0,1
2025-12-01 01:02:40,1010,36,view,1,0,0,1
2025-12-04 09:56:40,1003,10,click,9,3,0,2
2025-12-06 01:38:40,1008,25,add_to_cart,1,5,1,3
2025-12-02 03:49:40,1009,22,click,3,1,0,2
2025-12-03 03:27:40,1017,41,view,3,2,0,1
2025-12-06 01:40:40,1008,36,add_to_cart,1,5,1,3
2025-12-06 17:24:40,1017,44,view,17,5,1,1
2025-12-04 03:10:40,1016,10,view,3,3,0,1
2025-12-04 02:17:40,1013,31,purchase,2,3,0,4
2025-12-05 14:16:40,1011,32,view,14,4,0,1
2025-12-01 03:07:40,1005,32,view,3,0,0,1
2025-12-07 07:03:40,1008,46,view,7,6,1,1
2025-11-30 23:18:40,1014,27,add_to_cart,23,6,1,3
2025-12-07 13:16:40,1008,16,purchase,13,6,1,4
2025-12-06 09:58:40,1019,18,click,9,5,1,2
2025-12-06 12:00:40,1019,8,click,12,5,1,2
2025-12-07 13:10:40,1015,41,view,13,6,1,1
2025-12-05 05:27:40,1008,19,click,5,4,0,2
2025-12-03 02:13:40,1019,42,view,2,2,0,1
2025-12-02 18:32:40,1014,33,view,18,1,0,1
2025-11-30 22:51:40,1019,11,view,22,6,1,1
2025-12-05 15:02:40,1001,7,view,15,4,0,1
2025-12-06 07:02:40,1015,44,purchase,7,5,1,4
2025-12-05 19:29:40,1001,12,add_to_cart,19,4,0,3
2025-12-04 10:37:40,1003,13,purchase,10,3,0,4
2025-12-07 02:28:40,1010,46,add_to_cart,2,6,1,3
2025-12-02 15:15:40,1009,3,add_to_cart,15,1,0,3
2025-12-07 05:16:40,1011,48,click,5,6,1,2
2025-12-05 06:56:40,1010,43,view,6,4,0,1
2025-12-05 09:19:40,1020,11,add_to_cart,9,4,0,3
2025-12-06 03:30:40,1018,47,click,3,5,1,2
2025-12-02 23:38:40,1014,39,add_to_cart,23,1,0,3
2025-12-04 15:48:40,1015,41,view,15,3,0,1
2025-12-03 20:53:40,1016,36,add_to_cart,20,2,0,3
2025-12-05 16:37:40,1009,32,add_to_cart,16,4,0,3
