user_id,product_id,hour,day_of_week,is_weekend,interaction_score,day,weekday,evt_add_to_cart,evt_click,evt_view,user_total_score,user_avg_score,unique_products_viewed,product_view_count
1014,46,20,5,1,1,6,5,0,0,1,978,1.8771593090211127,50,114
1010,45,4,2,0,4,3,2,0,0,0,1023,1.922932330827068,50,70
1006,17,5,6,1,3,7,6,1,0,0,922,1.8626262626262624,50,107
1005,48,16,2,0,2,3,2,0,1,0,973,1.8893203883495149,50,105
1007,27,17,4,0,1,5,4,0,0,1,856,1.8329764453961457,50,92
1019,6,7,2,0,1,3,2,0,0,1,963,1.8956692913385824,50,104
1015,3,9,5,1,1,6,5,0,0,1,1037,1.982791586998088,50,115
1011,28,5,6,1,2,7,6,0,1,0,925,1.824457593688363,50,89
1004,3,16,5,1,3,6,5,1,0,0,961,1.9532520325203253,50,115
1007,11,17,3,0,2,4,3,0,1,0,856,1.8329764453961457,50,103
1013,4,23,2,0,2,3,2,0,1,0,934,1.9218106995884772,50,115
1004,31,19,1,0,3,2,1,1,0,0,961,1.9532520325203253,50,94
1007,39,9,6,1,4,7,6,0,0,0,856,1.8329764453961457,50,106
1006,3,1,0,0,2,1,0,0,1,0,922,1.8626262626262624,50,115
1017,19,21,2,0,3,3,2,1,0,0,892,1.8739495798319328,50,106
1014,47,18,6,1,1,7,6,0,0,1,978,1.8771593090211127,50,93
1003,33,23,5,1,1,6,5,0,0,1,941,1.8523622047244093,50,97
1007,4,16,0,0,4,1,0,0,0,0,856,1.8329764453961457,50,115
1014,5,11,2,0,1,3,2,0,0,1,978,1.8771593090211127,50,85
1019,6,18,0,0,1,1,0,0,0,1,963,1.8956692913385824,50,104
1019,26,10,5,1,2,6,5,0,1,0,963,1.8956692913385824,50,112
1006,26,12,2,0,1,3,2,0,0,1,922,1.8626262626262624,50,112
1006,7,20,3,0,2,4,3,0,1,0,922,1.8626262626262624,50,96
1013,19,2,4,0,4,5,4,0,0,0,934,1.9218106995884772,50,106
1019,43,5,6,1,2,7,6,0,1,0,963,1.8956692913385824,50,104
1017,40,5,5,1,1,6,5,0,0,1,892,1.8739495798319328,50,100
1018,46,13,3,0,1,4,3,0,0,1,1032,1.897058823529412,50,114
1003,13,22,5,1,3,6,5,1,0,0,941,1.8523622047244093,50,104
1015,20,4,4,0,3,5,4,1,0,0,1037,1.982791586998088,50,102
1015,21,3,1,0,1,2,1,0,0,1,1037,1.982791586998088,50,100
1001,33,11,1,0,3,2,1,1,0,0,966,1.861271676300578,50,97
1001,32,13,6,1,1,7,6,0,0,1,966,1.861271676300578,50,107
1016,49,10,5,1,4,6,5,0,0,0,948,1.9268292682926829,50,83
1006,6,2,6,1,2,7,6,0,1,0,922,1.8626262626262624,50,104
1010,30,8,6,1,3,7,6,1,0,0,1023,1.922932330827068,50,115
1012,14,0,2,0,2,3,2,0,1,0,860,1.894273127753304,50,103
1003,13,6,5,1,1,6,5,0,0,1,941,1.8523622047244093,50,104
1008,23,1,5,1,3,6,5,1,0,0,978,1.9520958083832336,50,90
1002,37,8,2,0,3,3,2,1,0,0,959,1.891518737672584,50,106
1017,20,14,0,0,1,1,0,0,0,1,892,1.8739495798319328,50,102
1019,4,12,0,0,3,1,0,1,0,0,963,1.8956692913385824,50,115
1007,7,7,0,0,1,1,0,0,0,1,856,1.8329764453961457,50,96
1020,25,6,2,0,2,3,2,0,1,0,934,1.913934426229508,50,102
1017,14,21,6,1,1,7,6,0,0,1,892,1.8739495798319328,50,103
1005,43,21,0,0,1,1,0,0,0,1,973,1.8893203883495149,50,104
1019,38,14,4,0,1,5,4,0,0,1,963,1.8956692913385824,50,105
1004,21,18,2,0,4,3,2,0,0,0,961,1.9532520325203253,50,100
1014,40,8,1,0,2,2,1,0,1,0,978,1.8771593090211127,50,100
1001,4,3,4,0,1,5,4,0,0,1,966,1.861271676300578,50,115
1018,49,4,3,0,2,4,3,0,1,0,1032,1.897058823529412,50,83
1008,45,20,6,1,2,7,6,0,1,0,978,1.9520958083832336,50,70
1001,4,4,0,0,2,1,0,0,1,0,966,1.861271676300578,50,115
1017,25,5,3,0,1,4,3,0,0,1,892,1.8739495798319328,50,102
1003,20,15,0,0,3,1,0,1,0,0,941,1.8523622047244093,50,102
1011,27,0,6,1,1,7,6,0,0,1,925,1.824457593688363,50,92
1019,25,15,5,1,2,6,5,0,1,0,963,1.8956692913385824,50,102
1005,37,8,0,0,4,1,0,0,0,0,973,1.8893203883495149,50,106
1007,29,15,5,1,1,6,5,0,0,1,856,1.8329764453961457,50,100
1006,27,5,1,0,3,2,1,1,0,0,922,1.8626262626262624,50,92
1003,36,1,4,0,1,5,4,0,0,1,941,1.8523622047244093,50,86
1018,26,15,4,0,2,5,4,0,1,0,1032,1.897058823529412,50,112
1018,22,21,6,1,2,7,6,0,1,0,1032,1.897058823529412,50,96
1015,23,15,0,0,2,1,0,0,1,0,1037,1.982791586998088,50,90
1013,12,17,6,1,1,7,6,0,0,1,934,1.9218106995884772,50,94
1004,7,14,3,0,3,4,3,1,0,0,961,1.9532520325203253,50,96
1007,44,2,2,0,2,3,2,0,1,0,856,1.8329764453961457,50,103
1001,16,14,3,0,1,4,3,0,0,1,966,1.861271676300578,50,91
1019,24,15,2,0,1,3,2,0,0,1,963,1.8956692913385824,50,101
1006,29,22,4,0,3,5,4,1,0,0,922,1.8626262626262624,50,100
1001,39,19,3,0,3,4,3,1,0,0,966,1.861271676300578,50,106
1014,2,14,1,0,1,2,1,0,0,1,978,1.8771593090211127,50,102
1018,9,0,5,1,3,6,5,1,0,0,1032,1.897058823529412,50,95
1015,23,16,3,0,1,4,3,0,0,1,1037,1.982791586998088,50,90
1004,26,11,4,0,1,5,4,0,0,1,961,1.9532520325203253,50,112
1019,26,2,0,0,2,1,0,0,1,0,963,1.8956692913385824,50,112
1004,33,13,4,0,1,5,4,0,0,1,961,1.9532520325203253,50,97
1002,1,23,1,0,1,2,1,0,0,1,959,1.891518737672584,50,102
1005,12,16,2,0,3,3,2,1,0,0,973,1.8893203883495149,50,94
1010,25,8,1,0,3,2,1,1,0,0,1023,1.922932330827068,50,102
1017,17,20,2,0,1,3,2,0,0,1,892,1.8739495798319328,50,107
1010,41,20,5,1,1,6,5,0,0,1,1023,1.922932330827068,50,101
1006,38,18,2,0,2,3,2,0,1,0,922,1.8626262626262624,50,105
1019,35,10,5,1,1,6,5,0,0,1,963,1.8956692913385824,50,102
1006,30,5,1,0,1,2,1,0,0,1,922,1.8626262626262624,50,115
1011,8,5,5,1,2,6,5,0,1,0,925,1.824457593688363,50,93
1014,46,8,5,1,1,6,5,0,0,1,978,1.8771593090211127,50,114
1009,47,15,5,1,2,6,5,0,1,0,884,1.9175704989154008,50,93
1016,19,16,6,1,2,7,6,0,1,0,948,1.9268292682926829,50,106
1009,35,19,3,0,3,4,3,1,0,0,884,1.9175704989154008,50,102
1011,10,22,2,0,2,3,2,0,1,0,925,1.824457593688363,50,118
1011,40,23,0,0,3,1,0,1,0,0,925,1.824457593688363,50,100
1017,10,6,4,0,2,5,4,0,1,0,892,1.8739495798319328,50,118
1006,12,9,2,0,3,3,2,1,0,0,922,1.8626262626262624,50,94
1013,4,12,0,0,1,1,0,0,0,1,934,1.9218106995884772,50,115
1003,46,12,1,0,1,2,1,0,0,1,941,1.8523622047244093,50,114
1008,21,21,2,0,4,3,2,0,0,0,978,1.9520958083832336,50,100
1008,6,5,0,0,1,1,0,0,0,1,978,1.9520958083832336,50,104
1015,5,5,0,0,4,1,0,0,0,0,1037,1.982791586998088,50,85
1004,21,14,4,0,2,5,4,0,1,0,961,1.9532520325203253,50,100
1011,46,15,2,0,1,3,2,0,0,1,925,1.824457593688363,50,114
1002,26,23,2,0,1,3,2,0,0,1,959,1.891518737672584,50,112
1010,50,6,2,0,2,3,2,0,1,0,1023,1.922932330827068,50,90
1001,6,18,0,0,3,1,0,1,0,0,966,1.861271676300578,50,104
1016,29,13,1,0,1,2,1,0,0,1,948,1.9268292682926829,50,100
1013,10,21,2,0,1,3,2,0,0,1,934,1.9218106995884772,50,118
1007,31,12,2,0,1,3,2,0,0,1,856,1.8329764453961457,50,94
1002,17,1,3,0,1,4,3,0,0,1,959,1.891518737672584,50,107
1014,44,12,2,0,2,3,2,0,1,0,978,1.8771593090211127,50,103
1009,50,6,2,0,1,3,2,0,0,1,884,1.9175704989154008,50,90
1010,24,8,3,0,1,4,3,0,0,1,1023,1.922932330827068,50,101
1019,44,12,5,1,3,6,5,1,0,0,963,1.8956692913385824,50,103
1001,31,2,6,1,1,7,6,0,0,1,966,1.861271676300578,50,94
1005,28,14,6,1,1,7,6,0,0,1,973,1.8893203883495149,50,89
1007,34,2,3,0,1,4,3,0,0,1,856,1.8329764453961457,50,101
1006,28,13,3,0,3,4,3,1,0,0,922,1.8626262626262624,50,89
1002,13,18,2,0,4,3,2,0,0,0,959,1.891518737672584,50,104
1006,17,20,3,0,1,4,3,0,0,1,922,1.8626262626262624,50,107
1017,10,5,3,0,3,4,3,1,0,0,892,1.8739495798319328,50,118
1016,21,19,1,0,2,2,1,0,1,0,948,1.9268292682926829,50,100
1015,9,10,2,0,4,3,2,0,0,0,1037,1.982791586998088,50,95
1008,13,21,4,0,3,5,4,1,0,0,978,1.9520958083832336,50,104
1006,30,17,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,115
1011,9,13,1,0,1,2,1,0,0,1,925,1.824457593688363,50,95
1001,49,10,5,1,3,6,5,1,0,0,966,1.861271676300578,50,83
1020,13,12,2,0,1,3,2,0,0,1,934,1.913934426229508,50,104
1013,30,1,0,0,2,1,0,0,1,0,934,1.9218106995884772,50,115
1014,47,8,4,0,3,5,4,1,0,0,978,1.8771593090211127,50,93
1019,21,6,3,0,2,4,3,0,1,0,963,1.8956692913385824,50,100
1012,6,3,2,0,2,3,2,0,1,0,860,1.894273127753304,50,104
1018,34,16,2,0,2,3,2,0,1,0,1032,1.897058823529412,50,101
1002,8,6,6,1,3,7,6,1,0,0,959,1.891518737672584,50,93
1013,25,19,5,1,1,6,5,0,0,1,934,1.9218106995884772,50,102
1020,39,23,3,0,3,4,3,1,0,0,934,1.913934426229508,50,106
1018,21,2,1,0,2,2,1,0,1,0,1032,1.897058823529412,50,100
1006,23,12,4,0,3,5,4,1,0,0,922,1.8626262626262624,50,90
1004,29,21,6,1,2,7,6,0,1,0,961,1.9532520325203253,50,100
1020,35,8,6,1,3,7,6,1,0,0,934,1.913934426229508,50,102
1015,38,4,1,0,2,2,1,0,1,0,1037,1.982791586998088,50,105
1004,35,7,4,0,3,5,4,1,0,0,961,1.9532520325203253,50,102
1016,39,0,5,1,2,6,5,0,1,0,948,1.9268292682926829,50,106
1011,50,0,0,0,1,1,0,0,0,1,925,1.824457593688363,50,90
1005,27,12,0,0,2,1,0,0,1,0,973,1.8893203883495149,50,92
1013,14,14,6,1,1,7,6,0,0,1,934,1.9218106995884772,50,103
1010,20,14,3,0,1,4,3,0,0,1,1023,1.922932330827068,50,102
1001,40,23,3,0,3,4,3,1,0,0,966,1.861271676300578,50,100
1007,18,18,4,0,1,5,4,0,0,1,856,1.8329764453961457,50,83
1001,46,18,2,0,2,3,2,0,1,0,966,1.861271676300578,50,114
1014,28,6,1,0,2,2,1,0,1,0,978,1.8771593090211127,50,89
1018,47,18,4,0,1,5,4,0,0,1,1032,1.897058823529412,50,93
1003,17,5,6,1,1,7,6,0,0,1,941,1.8523622047244093,50,107
1009,17,11,1,0,1,2,1,0,0,1,884,1.9175704989154008,50,107
1010,38,15,1,0,3,2,1,1,0,0,1023,1.922932330827068,50,105
1011,34,0,4,0,1,5,4,0,0,1,925,1.824457593688363,50,101
1015,36,18,5,1,2,6,5,0,1,0,1037,1.982791586998088,50,86
1009,9,3,3,0,1,4,3,0,0,1,884,1.9175704989154008,50,95
1005,12,19,2,0,4,3,2,0,0,0,973,1.8893203883495149,50,94
1012,43,5,1,0,2,2,1,0,1,0,860,1.894273127753304,50,104
1008,6,13,2,0,1,3,2,0,0,1,978,1.9520958083832336,50,104
1002,32,2,2,0,2,3,2,0,1,0,959,1.891518737672584,50,107
1016,7,14,5,1,3,6,5,1,0,0,948,1.9268292682926829,50,96
1005,10,6,3,0,4,4,3,0,0,0,973,1.8893203883495149,50,118
1014,42,19,2,0,1,3,2,0,0,1,978,1.8771593090211127,50,93
1013,26,16,4,0,1,5,4,0,0,1,934,1.9218106995884772,50,112
1012,40,1,1,0,1,2,1,0,0,1,860,1.894273127753304,50,100
1017,11,6,4,0,1,5,4,0,0,1,892,1.8739495798319328,50,103
1003,27,15,0,0,4,1,0,0,0,0,941,1.8523622047244093,50,92
1020,5,10,1,0,1,2,1,0,0,1,934,1.913934426229508,50,85
1002,15,13,6,1,1,7,6,0,0,1,959,1.891518737672584,50,120
1015,17,18,0,0,1,1,0,0,0,1,1037,1.982791586998088,50,107
1020,35,9,3,0,1,4,3,0,0,1,934,1.913934426229508,50,102
1011,16,20,2,0,2,3,2,0,1,0,925,1.824457593688363,50,91
1006,3,7,2,0,1,3,2,0,0,1,922,1.8626262626262624,50,115
1006,21,20,0,0,1,1,0,0,0,1,922,1.8626262626262624,50,100
1013,22,19,5,1,3,6,5,1,0,0,934,1.9218106995884772,50,96
1011,47,1,3,0,1,4,3,0,0,1,925,1.824457593688363,50,93
1012,9,14,5,1,3,6,5,1,0,0,860,1.894273127753304,50,95
1007,26,6,3,0,3,4,3,1,0,0,856,1.8329764453961457,50,112
1020,42,6,2,0,2,3,2,0,1,0,934,1.913934426229508,50,93
1003,15,1,5,1,1,6,5,0,0,1,941,1.8523622047244093,50,120
1001,46,7,4,0,2,5,4,0,1,0,966,1.861271676300578,50,114
1014,22,2,1,0,1,2,1,0,0,1,978,1.8771593090211127,50,96
1017,10,13,5,1,3,6,5,1,0,0,892,1.8739495798319328,50,118
1017,23,22,4,0,1,5,4,0,0,1,892,1.8739495798319328,50,90
1007,17,21,6,1,1,7,6,0,0,1,856,1.8329764453961457,50,107
1020,20,8,4,0,1,5,4,0,0,1,934,1.913934426229508,50,102
1014,7,18,3,0,1,4,3,0,0,1,978,1.8771593090211127,50,96
1003,47,11,0,0,4,1,0,0,0,0,941,1.8523622047244093,50,93
1009,14,12,5,1,1,6,5,0,0,1,884,1.9175704989154008,50,103
1006,15,11,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,120
1005,39,15,3,0,3,4,3,1,0,0,973,1.8893203883495149,50,106
1012,48,14,2,0,1,3,2,0,0,1,860,1.894273127753304,50,105
1009,45,5,1,0,2,2,1,0,1,0,884,1.9175704989154008,50,70
1016,31,16,1,0,4,2,1,0,0,0,948,1.9268292682926829,50,94
1002,41,18,3,0,3,4,3,1,0,0,959,1.891518737672584,50,101
1013,2,20,4,0,1,5,4,0,0,1,934,1.9218106995884772,50,102
1008,49,9,2,0,1,3,2,0,0,1,978,1.9520958083832336,50,83
1017,28,11,2,0,3,3,2,1,0,0,892,1.8739495798319328,50,89
1016,3,23,2,0,2,3,2,0,1,0,948,1.9268292682926829,50,115
1004,18,23,1,0,4,2,1,0,0,0,961,1.9532520325203253,50,83
1020,50,5,0,0,1,1,0,0,0,1,934,1.913934426229508,50,90
1017,29,4,4,0,2,5,4,0,1,0,892,1.8739495798319328,50,100
1008,37,22,0,0,1,1,0,0,0,1,978,1.9520958083832336,50,106
1003,6,16,1,0,3,2,1,1,0,0,941,1.8523622047244093,50,104
1017,2,10,5,1,1,6,5,0,0,1,892,1.8739495798319328,50,102
1010,32,18,6,1,3,7,6,1,0,0,1023,1.922932330827068,50,107
1010,22,8,4,0,1,5,4,0,0,1,1023,1.922932330827068,50,96
1006,2,23,1,0,1,2,1,0,0,1,922,1.8626262626262624,50,102
1006,38,23,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,105
1020,7,19,4,0,1,5,4,0,0,1,934,1.913934426229508,50,96
1012,16,13,1,0,1,2,1,0,0,1,860,1.894273127753304,50,91
1016,15,23,2,0,1,3,2,0,0,1,948,1.9268292682926829,50,120
1005,24,7,2,0,2,3,2,0,1,0,973,1.8893203883495149,50,101
1019,19,6,5,1,3,6,5,1,0,0,963,1.8956692913385824,50,106
1017,16,11,0,0,3,1,0,1,0,0,892,1.8739495798319328,50,91
1006,29,22,2,0,1,3,2,0,0,1,922,1.8626262626262624,50,100
1003,3,3,0,0,1,1,0,0,0,1,941,1.8523622047244093,50,115
1004,34,0,6,1,3,7,6,1,0,0,961,1.9532520325203253,50,101
1011,48,21,1,0,1,2,1,0,0,1,925,1.824457593688363,50,105
1009,45,21,2,0,2,3,2,0,1,0,884,1.9175704989154008,50,70
1020,49,10,3,0,1,4,3,0,0,1,934,1.913934426229508,50,83
1019,7,3,2,0,1,3,2,0,0,1,963,1.8956692913385824,50,96
1012,23,23,1,0,2,2,1,0,1,0,860,1.894273127753304,50,90
1005,3,21,4,0,2,5,4,0,1,0,973,1.8893203883495149,50,115
1010,14,7,6,1,2,7,6,0,1,0,1023,1.922932330827068,50,103
1001,38,21,6,1,1,7,6,0,0,1,966,1.861271676300578,50,105
1006,33,5,2,0,2,3,2,0,1,0,922,1.8626262626262624,50,97
1020,17,21,4,0,1,5,4,0,0,1,934,1.913934426229508,50,107
1018,10,9,0,0,4,1,0,0,0,0,1032,1.897058823529412,50,118
1002,32,22,2,0,1,3,2,0,0,1,959,1.891518737672584,50,107
1019,28,10,4,0,3,5,4,1,0,0,963,1.8956692913385824,50,89
1004,25,1,4,0,2,5,4,0,1,0,961,1.9532520325203253,50,102
1002,47,6,4,0,4,5,4,0,0,0,959,1.891518737672584,50,93
1019,38,4,5,1,1,6,5,0,0,1,963,1.8956692913385824,50,105
1004,10,4,2,0,3,3,2,1,0,0,961,1.9532520325203253,50,118
1006,14,20,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,103
1018,12,19,2,0,2,3,2,0,1,0,1032,1.897058823529412,50,94
1004,17,2,6,1,1,7,6,0,0,1,961,1.9532520325203253,50,107
1001,25,8,4,0,1,5,4,0,0,1,966,1.861271676300578,50,102
1004,28,22,2,0,4,3,2,0,0,0,961,1.9532520325203253,50,89
1001,13,21,3,0,3,4,3,1,0,0,966,1.861271676300578,50,104
1017,47,7,3,0,1,4,3,0,0,1,892,1.8739495798319328,50,93
1006,31,10,0,0,1,1,0,0,0,1,922,1.8626262626262624,50,94
1005,12,22,0,0,2,1,0,0,1,0,973,1.8893203883495149,50,94
1018,34,21,1,0,1,2,1,0,0,1,1032,1.897058823529412,50,101
1003,20,4,6,1,1,7,6,0,0,1,941,1.8523622047244093,50,102
1011,48,23,3,0,2,4,3,0,1,0,925,1.824457593688363,50,105
1008,16,3,3,0,2,4,3,0,1,0,978,1.9520958083832336,50,91
1002,27,8,6,1,3,7,6,1,0,0,959,1.891518737672584,50,92
1004,40,20,5,1,2,6,5,0,1,0,961,1.9532520325203253,50,100
1013,26,4,2,0,2,3,2,0,1,0,934,1.9218106995884772,50,112
1003,7,2,5,1,3,6,5,1,0,0,941,1.8523622047244093,50,96
1007,11,2,6,1,1,7,6,0,0,1,856,1.8329764453961457,50,103
1011,24,1,0,0,2,1,0,0,1,0,925,1.824457593688363,50,101
1019,24,2,5,1,1,6,5,0,0,1,963,1.8956692913385824,50,101
1019,37,1,6,1,1,7,6,0,0,1,963,1.8956692913385824,50,106
1005,38,0,2,0,2,3,2,0,1,0,973,1.8893203883495149,50,105
1010,48,20,0,0,3,1,0,1,0,0,1023,1.922932330827068,50,105
1012,35,17,0,0,1,1,0,0,0,1,860,1.894273127753304,50,102
1008,45,17,1,0,2,2,1,0,1,0,978,1.9520958083832336,50,70
1004,10,21,6,1,2,7,6,0,1,0,961,1.9532520325203253,50,118
1003,14,16,3,0,1,4,3,0,0,1,941,1.8523622047244093,50,103
1011,41,2,1,0,1,2,1,0,0,1,925,1.824457593688363,50,101
1002,26,3,3,0,2,4,3,0,1,0,959,1.891518737672584,50,112
1015,35,10,5,1,3,6,5,1,0,0,1037,1.982791586998088,50,102
1020,47,14,4,0,1,5,4,0,0,1,934,1.913934426229508,50,93
1010,16,5,0,0,1,1,0,0,0,1,1023,1.922932330827068,50,91
1002,40,17,6,1,1,7,6,0,0,1,959,1.891518737672584,50,100
1006,36,10,6,1,1,7,6,0,0,1,922,1.8626262626262624,50,86
1020,17,20,5,1,1,6,5,0,0,1,934,1.913934426229508,50,107
1006,36,19,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,86
1002,1,0,4,0,1,5,4,0,0,1,959,1.891518737672584,50,102
1004,7,7,3,0,2,4,3,0,1,0,961,1.9532520325203253,50,96
1005,28,9,0,0,4,1,0,0,0,0,973,1.8893203883495149,50,89
1016,44,3,4,0,2,5,4,0,1,0,948,1.9268292682926829,50,103
1010,26,18,0,0,1,1,0,0,0,1,1023,1.922932330827068,50,112
1008,43,22,2,0,1,3,2,0,0,1,978,1.9520958083832336,50,104
1015,3,5,5,1,2,6,5,0,1,0,1037,1.982791586998088,50,115
1002,26,2,1,0,1,2,1,0,0,1,959,1.891518737672584,50,112
1012,36,13,2,0,1,3,2,0,0,1,860,1.894273127753304,50,86
1017,14,2,4,0,3,5,4,1,0,0,892,1.8739495798319328,50,103
1001,26,4,1,0,1,2,1,0,0,1,966,1.861271676300578,50,112
1002,47,12,1,0,1,2,1,0,0,1,959,1.891518737672584,50,93
1015,16,12,2,0,3,3,2,1,0,0,1037,1.982791586998088,50,91
1012,45,16,4,0,2,5,4,0,1,0,860,1.894273127753304,50,70
1015,9,21,1,0,1,2,1,0,0,1,1037,1.982791586998088,50,95
1009,37,4,2,0,3,3,2,1,0,0,884,1.9175704989154008,50,106
1020,4,17,4,0,3,5,4,1,0,0,934,1.913934426229508,50,115
1014,4,19,4,0,1,5,4,0,0,1,978,1.8771593090211127,50,115
1011,44,18,4,0,2,5,4,0,1,0,925,1.824457593688363,50,103
1009,39,22,6,1,2,7,6,0,1,0,884,1.9175704989154008,50,106
1015,13,18,3,0,3,4,3,1,0,0,1037,1.982791586998088,50,104
1019,22,15,1,0,1,2,1,0,0,1,963,1.8956692913385824,50,96
1014,44,3,4,0,2,5,4,0,1,0,978,1.8771593090211127,50,103
1020,38,5,4,0,1,5,4,0,0,1,934,1.913934426229508,50,105
1009,48,17,2,0,1,3,2,0,0,1,884,1.9175704989154008,50,105
1020,36,22,5,1,1,6,5,0,0,1,934,1.913934426229508,50,86
1002,8,19,4,0,1,5,4,0,0,1,959,1.891518737672584,50,93
1016,34,7,3,0,4,4,3,0,0,0,948,1.9268292682926829,50,101
1012,34,10,4,0,1,5,4,0,0,1,860,1.894273127753304,50,101
1010,20,3,4,0,1,5,4,0,0,1,1023,1.922932330827068,50,102
1008,10,7,5,1,1,6,5,0,0,1,978,1.9520958083832336,50,118
1010,12,3,6,1,3,7,6,1,0,0,1023,1.922932330827068,50,94
1015,17,12,2,0,4,3,2,0,0,0,1037,1.982791586998088,50,107
1001,38,4,0,0,3,1,0,1,0,0,966,1.861271676300578,50,105
1006,4,8,6,1,3,7,6,1,0,0,922,1.8626262626262624,50,115
1016,14,22,5,1,3,6,5,1,0,0,948,1.9268292682926829,50,103
1011,44,21,4,0,1,5,4,0,0,1,925,1.824457593688363,50,103
